Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,filtered_force_5,filtered_force_6,error_force,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
39.020, 0.883, 0.458, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.013, 0.014, 0.019, 0.016, 0.012
39.040, 0.877, 0.375, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.013, 0.014, 0.019, 0.016, 0.012
39.060, 0.870, 0.272, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.016, 0.013, 0.014, 0.019, 0.016, 0.012
39.080, 0.860, 0.137, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.013, 0.014, 0.019, 0.015, 0.012
39.100, 0.846, -0.050, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.019, 0.016, 0.012
39.120, 0.825, -0.297, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.018, 0.016, 0.012
39.140, 0.790, -0.569, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.013, 0.013, 0.018, 0.016, 0.012
39.160, 0.738, -0.769, 0.000, 0.000, 1.000, 0.797, 1.000, 0.000, 1.000, 0.000, 0.015, 0.013, 0.013, 0.018, 0.016, 0.013
39.180, 0.674, -0.857, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.013, 0.014, 0.018, 0.016, 0.013
39.200, 0.607, -0.883, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.013, 0.014, 0.019, 0.016, 0.013
39.220, 0.538, -0.887, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.013, 0.014, 0.019, 0.016, 0.014
39.240, 0.466, -0.884, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.015, 0.019, 0.016, 0.013
39.260, 0.385, -0.878, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.015, 0.019, 0.016, 0.013
39.280, 0.285, -0.871, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.015, 0.018, 0.016, 0.013
39.300, 0.154, -0.861, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.015, 0.018, 0.016, 0.013
39.320, -0.026, -0.848, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.014, 0.013, 0.015, 0.018, 0.016, 0.014
39.340, -0.312, -0.812, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.013, 0.015, 0.018, 0.015, 0.014
39.360, -0.593, -0.775, 0.000, 1.000, 1.000, 0.000, 0.166, 0.164, 0.000, 1.000, 0.015, 0.013, 0.014, 0.019, 0.015, 0.014
39.380, -0.781, -0.725, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.012, 0.014, 0.018, 0.015, 0.013
39.400, -0.861, -0.662, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.012, 0.014, 0.018, 0.015, 0.013
39.420, -0.883, -0.595, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.014, 0.018, 0.015, 0.013
39.440, -0.886, -0.527, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.014, 0.018, 0.015, 0.013
39.460, -0.883, -0.454, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.014, 0.018, 0.015, 0.013
39.480, -0.877, -0.370, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.014, 0.018, 0.015, 0.013
39.500, -0.870, -0.266, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.013, 0.018, 0.015, 0.013
39.520, -0.860, -0.129, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.012, 0.013, 0.018, 0.015, 0.012
39.540, -0.845, 0.061, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.018, 0.015, 0.012
39.560, -0.823, 0.311, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.012, 0.013, 0.018, 0.015, 0.012
39.580, -0.792, 0.576, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.012, 0.013, 0.018, 0.015, 0.012
39.600, -0.774, 0.727, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.013, 0.013, 0.018, 0.015, 0.012
39.620, -0.742, 0.807, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.013, 0.013, 0.017, 0.015, 0.012
39.640, -0.671, 0.871, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.013, 0.013, 0.017, 0.015, 0.013
39.660, -0.602, 0.887, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.015, 0.012, 0.014, 0.017, 0.015, 0.013
39.680, -0.533, 0.888, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.013, 0.014, 0.018, 0.015, 0.013
39.700, -0.460, 0.884, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.013, 0.014, 0.018, 0.015, 0.014
39.720, -0.377, 0.878, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.013, 0.015, 0.019, 0.015, 0.014
39.740, -0.275, 0.870, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.014, 0.019, 0.015, 0.014
39.760, -0.140, 0.860, 1.000, 0.027, 0.000, 1.000, 0.000, 1.000, 0.000, 0.973, 0.016, 0.014, 0.014, 0.019, 0.015, 0.014
39.780, 0.044, 0.846, 1.000, 0.044, 0.000, 1.000, 0.000, 1.000, 0.000, 0.956, 0.016, 0.014, 0.014, 0.019, 0.014, 0.014
39.800, 0.291, 0.825, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.013, 0.019, 0.014, 0.014
39.820, 0.451, 0.729, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.014, 0.013, 0.019, 0.014, 0.014
39.840, 0.520, 0.578, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.014, 0.014, 0.019, 0.014, 0.013
39.860, 0.640, 0.514, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.014, 0.014, 0.019, 0.014, 0.013
39.880, 0.743, 0.445, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.015, 0.014, 0.014, 0.019, 0.014, 0.013
39.900, 0.797, 0.341, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.014, 0.015, 0.019, 0.014, 0.013
39.920, 0.816, 0.203, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.014, 0.014, 0.015, 0.019, 0.014, 0.013
39.940, 0.818, 0.030, 1.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.014, 0.014, 0.015, 0.019, 0.014, 0.013
39.960, 0.804, -0.187, 0.000, 1.000, 0.000, 0.061, 1.000, 0.000, 0.086, 1.000, 0.015, 0.014, 0.015, 0.018, 0.015, 0.013
39.980, 0.767, -0.432, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.014, 0.015, 0.018, 0.014, 0.013
40.000, 0.711, -0.644, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.015, 0.014, 0.015, 0.018, 0.014, 0.013
40.020, 0.619, -0.762, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.013, 0.015, 0.018, 0.014, 0.012
40.040, 0.493, -0.805, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.013, 0.015, 0.018, 0.014, 0.012
40.060, 0.326, -0.812, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.013, 0.015, 0.018, 0.014, 0.012
40.080, 0.140, -0.815, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.013, 0.014, 0.018, 0.014, 0.012
40.100, -0.204, -0.770, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.013, 0.014, 0.018, 0.014, 0.013
40.120, -0.496, -0.755, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.013, 0.014, 0.018, 0.015, 0.013
40.140, -0.728, -0.717, 0.000, 1.000, 0.000, 1.000, 0.112, 0.000, 1.000, 1.000, 0.016, 0.013, 0.014, 0.018, 0.015, 0.014
40.160, -0.847, -0.645, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.013, 0.014, 0.018, 0.015, 0.014
40.180, -0.878, -0.583, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.013, 0.015, 0.017, 0.015, 0.014
40.200, -0.884, -0.515, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.014, 0.017, 0.015, 0.013
40.220, -0.881, -0.441, 0.000, 0.004, 1.000, 0.000, 0.000, 0.000, 1.000, 0.004, 0.015, 0.014, 0.014, 0.017, 0.016, 0.013
40.240, -0.876, -0.355, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.014, 0.017, 0.016, 0.013
40.260, -0.868, -0.247, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.014, 0.017, 0.016, 0.013
40.280, -0.858, -0.102, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.014, 0.017, 0.016, 0.013
40.300, -0.842, 0.097, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.015, 0.014, 0.014, 0.017, 0.016, 0.013
40.320, -0.818, 0.356, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.016, 0.015, 0.014, 0.017, 0.016, 0.012
40.340, -0.806, 0.581, 1.000, 1.000, 1.000, 0.000, 1.000, 0.017, 1.000, 0.000, 0.015, 0.014, 0.014, 0.018, 0.016, 0.012
40.360, -0.770, 0.746, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.523, 0.000, 0.015, 0.014, 0.014, 0.018, 0.016, 0.013
40.380, -0.744, 0.807, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.014, 0.013, 0.018, 0.016, 0.013
40.400, -0.719, 0.832, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.015, 0.014, 0.013, 0.017, 0.016, 0.013
40.420, -0.705, 0.837, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.013, 0.017, 0.016, 0.013
40.440, -0.684, 0.847, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.015, 0.013, 0.017, 0.016, 0.013
40.460, -0.676, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.015, 0.013, 0.017, 0.016, 0.013
40.480, -0.640, 0.863, 1.000, 1.000, 1.000, 0.000, 0.064, 0.000, 1.000, 0.000, 0.014, 0.014, 0.013, 0.017, 0.015, 0.013
40.500, -0.574, 0.882, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.015, 0.014, 0.013, 0.017, 0.015, 0.012
40.520, -0.510, 0.883, 1.000, 0.860, 1.000, 0.000, 0.254, 0.000, 1.000, 0.140, 0.015, 0.014, 0.013, 0.018, 0.015, 0.012
40.540, -0.532, 0.843, 1.000, 1.000, 0.492, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.013, 0.017, 0.015, 0.012
40.560, -0.528, 0.845, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.013, 0.018, 0.015, 0.012
40.580, -0.509, 0.852, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.014, 0.013, 0.013, 0.018, 0.015, 0.012
40.600, -0.515, 0.842, 1.000, 1.000, 0.446, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.014, 0.014, 0.018, 0.015, 0.012
40.620, -0.474, 0.859, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.014, 0.014, 0.014, 0.017, 0.015, 0.012
40.640, -0.400, 0.871, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.013, 0.014, 0.017, 0.015, 0.013
40.660, -0.306, 0.869, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.013, 0.014, 0.017, 0.015, 0.013
40.680, -0.183, 0.862, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.015, 0.014, 0.014, 0.017, 0.014, 0.013
40.700, -0.014, 0.851, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.013, 0.017, 0.015, 0.014
40.720, 0.215, 0.832, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.013, 0.017, 0.015, 0.014
40.740, 0.488, 0.802, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.016, 0.014
40.760, 0.720, 0.756, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.016, 0.014
40.780, 0.840, 0.694, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.016, 0.014
40.800, 0.879, 0.627, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.016, 0.014
40.820, 0.887, 0.559, 1.000, 0.219, 0.000, 1.000, 0.000, 1.000, 0.000, 0.781, 0.016, 0.015, 0.013, 0.018, 0.015, 0.013
40.840, 0.885, 0.488, 1.000, 0.260, 0.000, 1.000, 0.000, 1.000, 0.000, 0.740, 0.016, 0.015, 0.013, 0.018, 0.015, 0.013
40.860, 0.880, 0.409, 1.000, 0.172, 0.000, 1.000, 0.000, 1.000, 0.000, 0.828, 0.016, 0.015, 0.013, 0.018, 0.015, 0.013
40.880, 0.873, 0.315, 1.000, 0.000, 0.068, 1.000, 1.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.015, 0.013
40.900, 0.864, 0.193, 1.000, 0.241, 0.013, 1.000, 1.000, 1.000, 0.000, 0.759, 0.016, 0.015, 0.013, 0.017, 0.015, 0.013
40.920, 0.818, -0.057, 0.000, 1.000, 0.000, 0.652, 1.000, 1.000, 0.283, 1.000, 0.016, 0.015, 0.013, 0.017, 0.015, 0.013
40.940, 0.780, -0.289, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.013, 0.018, 0.015, 0.013
40.960, 0.737, -0.525, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.015, 0.014, 0.018, 0.015, 0.013
40.980, 0.670, -0.703, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.013, 0.018, 0.014, 0.013
41.000, 0.573, -0.790, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.016, 0.014, 0.013, 0.018, 0.014, 0.012
41.020, 0.433, -0.813, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.014, 0.012
41.040, 0.211, -0.798, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.014, 0.012
41.060, -0.116, -0.763, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.014, 0.012
41.080, -0.537, -0.690, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.014, 0.013
41.100, -0.770, -0.632, 0.000, 1.000, 0.000, 0.077, 0.000, 0.000, 1.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.015, 0.013
41.120, -0.862, -0.544, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.015, 0.013
41.140, -0.877, -0.469, 0.000, 1.000, 1.000, 1.000, 0.458, 0.000, 1.000, 1.000, 0.017, 0.014, 0.014, 0.017, 0.015, 0.014
41.160, -0.876, -0.389, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.014, 0.017, 0.016, 0.014
41.180, -0.871, -0.291, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.014, 0.017, 0.016, 0.014
41.200, -0.862, -0.162, 0.000, 0.002, 1.000, 0.000, 0.000, 0.000, 1.000, 0.002, 0.016, 0.015, 0.014, 0.017, 0.016, 0.013
41.220, -0.849, 0.014, 1.000, 0.000, 1.000, 0.000, 0.092, 0.000, 1.000, 1.000, 0.016, 0.015, 0.014, 0.017, 0.016, 0.013
41.240, -0.829, 0.252, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.015, 0.013, 0.017, 0.016, 0.013
41.260, -0.797, 0.526, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.015, 0.013, 0.017, 0.016, 0.013
41.280, -0.748, 0.744, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.015, 0.013, 0.017, 0.016, 0.013
41.300, -0.685, 0.849, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.015, 0.013, 0.016, 0.016, 0.013
41.320, -0.618, 0.881, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.017, 0.015, 0.013, 0.016, 0.016, 0.013
41.340, -0.690, 0.803, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.017, 0.014, 0.013, 0.016, 0.016, 0.012
41.360, -0.683, 0.831, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.013, 0.017, 0.016, 0.012
41.380, -0.662, 0.850, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.016, 0.015, 0.013, 0.017, 0.016, 0.013
41.400, -0.642, 0.855, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.016, 0.015, 0.013, 0.017, 0.016, 0.013
41.420, -0.650, 0.841, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.013, 0.017, 0.016, 0.013
41.440, -0.646, 0.844, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.016, 0.013, 0.017, 0.016, 0.013
41.460, -0.608, 0.865, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.013, 0.016, 0.016, 0.013
41.480, -0.607, 0.851, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.013, 0.016, 0.015, 0.012
41.500, -0.609, 0.846, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.016, 0.015, 0.013, 0.016, 0.015, 0.012
41.520, -0.604, 0.849, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.013, 0.016, 0.015, 0.012
41.540, -0.574, 0.862, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.015, 0.014, 0.013, 0.016, 0.015, 0.012
41.560, -0.510, 0.878, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.016, 0.014, 0.013, 0.016, 0.015, 0.012
41.580, -0.437, 0.879, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.016, 0.014, 0.013, 0.016, 0.015, 0.012
41.600, -0.350, 0.875, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.017, 0.014, 0.013, 0.016, 0.015, 0.012
41.620, -0.240, 0.867, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.014, 0.013, 0.016, 0.015, 0.013
41.640, -0.093, 0.857, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.014, 0.013, 0.016, 0.015, 0.013
41.660, 0.109, 0.841, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.015, 0.012, 0.016, 0.015, 0.013
41.680, 0.370, 0.817, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.015, 0.012, 0.016, 0.015, 0.014
41.700, 0.633, 0.778, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.015, 0.012, 0.017, 0.016, 0.014
41.720, 0.802, 0.722, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.015, 0.012, 0.017, 0.016, 0.014
41.740, 0.868, 0.656, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.017, 0.015, 0.012, 0.017, 0.016, 0.014
41.760, 0.885, 0.589, 1.000, 0.034, 0.000, 1.000, 0.000, 1.000, 0.000, 0.966, 0.017, 0.016, 0.012, 0.017, 0.016, 0.014
41.780, 0.886, 0.518, 1.000, 0.367, 0.000, 1.000, 0.000, 1.000, 0.000, 0.633, 0.017, 0.016, 0.012, 0.017, 0.016, 0.014
41.800, 0.882, 0.443, 1.000, 0.284, 0.000, 1.000, 0.000, 1.000, 0.000, 0.716, 0.017, 0.016, 0.012, 0.017, 0.016, 0.013
41.820, 0.876, 0.357, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.017, 0.016, 0.012, 0.017, 0.015, 0.013
41.840, 0.868, 0.249, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.016, 0.012, 0.017, 0.016, 0.013
41.860, 0.858, 0.106, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.016, 0.012, 0.016, 0.016, 0.013
41.880, 0.832, -0.105, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.017, 0.016, 0.012, 0.016, 0.016, 0.013
41.900, 0.775, -0.337, 0.000, 1.000, 0.000, 0.000, 0.000, 0.217, 0.610, 1.000, 0.018, 0.016, 0.013, 0.017, 0.016, 0.013
41.920, 0.723, -0.563, 0.000, 1.000, 0.000, 0.000, 0.000, 0.184, 0.363, 1.000, 0.018, 0.016, 0.013, 0.017, 0.016, 0.013
41.940, 0.654, -0.726, 0.000, 1.000, 0.000, 1.000, 0.000, 0.167, 0.241, 1.000, 0.018, 0.016, 0.013, 0.017, 0.016, 0.013
41.960, 0.560, -0.804, 0.000, 1.000, 0.000, 1.000, 0.000, 0.082, 0.137, 1.000, 0.018, 0.015, 0.012, 0.017, 0.016, 0.013
41.980, 0.407, -0.815, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.018, 0.015, 0.012, 0.017, 0.016, 0.013
42.000, 0.211, -0.810, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.015, 0.012, 0.017, 0.016, 0.013
42.020, -0.042, -0.797, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.015, 0.012, 0.017, 0.015, 0.013
42.040, -0.389, -0.757, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.015, 0.012, 0.018, 0.015, 0.012
42.060, -0.675, -0.713, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.018, 0.015, 0.012, 0.018, 0.015, 0.012
42.080, -0.834, -0.633, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.018, 0.015, 0.012, 0.018, 0.015, 0.013
42.100, -0.882, -0.517, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.015, 0.012, 0.017, 0.016, 0.013
42.120, -0.887, -0.379, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.014, 0.012, 0.017, 0.016, 0.014
42.140, -0.880, -0.214, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.014, 0.012, 0.017, 0.016, 0.014
42.160, -0.864, -0.036, 0.000, 1.000, 1.000, 1.000, 0.108, 0.000, 1.000, 1.000, 0.018, 0.015, 0.012, 0.017, 0.016, 0.014
42.180, -0.839, 0.189, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.015, 0.013, 0.016, 0.017, 0.013
42.200, -0.808, 0.462, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.016, 0.013, 0.016, 0.017, 0.013
42.220, -0.763, 0.703, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.016, 0.013, 0.016, 0.017, 0.013
42.240, -0.702, 0.833, 1.000, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.018, 0.016, 0.013, 0.016, 0.017, 0.013
42.260, -0.635, 0.877, 1.000, 0.000, 1.000, 0.000, 0.006, 0.000, 1.000, 1.000, 0.019, 0.016, 0.013, 0.016, 0.017, 0.013
42.280, -0.567, 0.887, 1.000, 0.000, 1.000, 0.000, 0.138, 0.000, 1.000, 1.000, 0.019, 0.016, 0.013, 0.016, 0.017, 0.013
42.300, -0.658, 0.800, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.018, 0.015, 0.012, 0.016, 0.017, 0.013
